,Ticker,one_year,avg_drawdown,yearly_vol,
Equal-weighted,"BABA,BIDU,TSLA,AAPL,ENPH,FSLR,SEDG",1.055829619,-0.04731474,0.666304687,
Equal-weighted,"NVDA,TSLA,AAPL,AMZN,ENPH,FB,GOOG,SEDG",1.055821561,-0.039954531,0.680750314,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AAPL,ENPH,SEDG",1.055147641,-0.056292497,0.643134839,
Equal-weighted,"BIDU,TSLA,AMZN,ENPH,GOOG,FSLR,SEDG",1.055113356,-0.045580616,0.636514858,
Equal-weighted,"TWTR,TSLA,AAPL,ENPH,FB,GOOG,FSLR,SEDG",1.054930049,-0.059425638,0.664674716,
Equal-weighted,"BIDU,TWTR,TSLA,AMZN,ENPH,GOOG,SEDG",1.054431378,-0.054558373,0.61334501,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,ENPH,GOOG,FSLR",1.05433781,-0.058830147,0.632279632,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,ENPH,FB,GOOG,FSLR",1.054206395,-0.062842262,0.669423201,
Equal-weighted,"NFLX,NVDA,TSLA,AAPL,ENPH,FB,GOOG,SEDG",1.054179702,-0.040837979,0.678597878,
Equal-weighted,"NFLX,BIDU,TSLA,ENPH,GOOG,FSLR,SEDG",1.053471498,-0.046464064,0.634362422,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR",1.053412071,-0.061158186,0.616896531,
Equal-weighted,"BABA,BIDU,TSLA,ENPH,FB,GOOG,FSLR,SEDG",1.053340083,-0.050566942,0.671505992,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR",1.053280656,-0.0651703,0.654040101,
Equal-weighted,"NVDA,BABA,TSLA,AAPL,AMZN,ENPH,GOOG,SEDG",1.053134218,-0.040824546,0.687855625,
Equal-weighted,"NVDA,TSLA,AAPL,ENPH,FB,FSLR,SEDG",1.053083764,-0.042951176,0.695809965,
Equal-weighted,"NFLX,TWTR,TSLA,AMZN,ENPH,FB,FSLR,SEDG",1.05284058,-0.060312849,0.662505413,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,ENPH,GOOG,SEDG",1.052789519,-0.055441821,0.611192574,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,ENPH,FB,GOOG,SEDG",1.052658104,-0.059544699,0.648336143,
Equal-weighted,"NVDA,BIDU,TSLA,AMZN,ENPH,SEDG",1.052585093,-0.03808391,0.644480259,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,GOOG",1.052530309,-0.05117774,0.667963263,
Equal-weighted,"NVDA,TWTR,TSLA,AAPL,ENPH,FB,SEDG",1.052401786,-0.051928933,0.672640116,
Equal-weighted,"BABA,TWTR,TSLA,AAPL,ENPH,GOOG,FSLR,SEDG",1.052242706,-0.060295653,0.671780027,
Equal-weighted,"BIDU,TWTR,TSLA,ENPH,FSLR,SEDG",1.051693582,-0.057555017,0.628404661,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.051638797,-0.066204034,0.651887665,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AAPL,AMZN,ENPH,FSLR",1.051565786,-0.048810974,0.64803178,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,AAPL,ENPH,GOOG,SEDG",1.051492359,-0.041707994,0.68570319,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,FSLR",1.051434371,-0.052823088,0.68517535,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,ENPH,SEDG",1.050943234,-0.038967358,0.642327823,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH",1.050883808,-0.05390058,0.624861932,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,ENPH,FB,SEDG",1.050811819,-0.043070236,0.679471392,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB",1.050752393,-0.057912694,0.662005501,
Equal-weighted,"NVDA,BABA,TSLA,AAPL,ENPH,FSLR,SEDG",1.050396421,-0.043821191,0.702915276,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AMZN,ENPH,FSLR,SEDG",1.050153237,-0.061182864,0.669610725,
Equal-weighted,"NFLX,BIDU,TSLA,AAPL,AMZN,ENPH,SEDG",1.050017496,-0.040919656,0.626944722,
Equal-weighted,"BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,SEDG",1.049886081,-0.045022534,0.664088292,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,ENPH,FB,FSLR",1.049792512,-0.053856822,0.683022914,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,AAPL,ENPH,SEDG",1.049714443,-0.052798948,0.679745428,
Equal-weighted,"NVDA,TSLA,AMZN,ENPH,GOOG,FSLR,SEDG",1.049680159,-0.042087066,0.673125447,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,ENPH,FB",1.049110534,-0.058946428,0.659853065,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AMZN,ENPH,FB,GOOG,FSLR",1.04907625,-0.051805971,0.653233084,
Equal-weighted,"NVDA,TWTR,TSLA,AMZN,ENPH,GOOG,SEDG",1.048998181,-0.051064823,0.649955599,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AMZN,ENPH,FB,GOOG",1.048394272,-0.056895576,0.630063236,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AAPL,ENPH,FB,SEDG",1.048244222,-0.045905982,0.661935856,
Equal-weighted,"NFLX,NVDA,TSLA,ENPH,GOOG,FSLR,SEDG",1.0480383,-0.042970514,0.670973011,
Equal-weighted,"NFLX,NVDA,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR",1.047978874,-0.056490227,0.65350712,
Equal-weighted,"NVDA,BABA,TSLA,ENPH,FB,GOOG,FSLR,SEDG",1.047906885,-0.047073393,0.70811658,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR",1.047847459,-0.060502341,0.690650689,
Equal-weighted,"NFLX,BIDU,TSLA,AMZN,ENPH,FB,GOOG,SEDG",1.04752796,-0.044171858,0.632146026,
Equal-weighted,"NFLX,NVDA,TWTR,TSLA,ENPH,GOOG,SEDG",1.047356322,-0.051948271,0.647803163,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,AMZN,ENPH,FB,FSLR",1.047298334,-0.058540925,0.647275323,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,ENPH,FB,GOOG,SEDG",1.047224907,-0.05605115,0.684946732,
Equal-weighted,"NFLX,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG",1.047112561,-0.044922812,0.65558991,
Equal-weighted,"BABA,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG",1.046981146,-0.049025691,0.69273348,
Equal-weighted,"BIDU,TSLA,AMZN,ENPH,FB,FSLR,SEDG",1.046432022,-0.046285054,0.649358113,
Equal-weighted,"NFLX,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,SEDG",1.046430583,-0.053900569,0.632420062,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AMZN,ENPH,GOOG,FSLR",1.046388907,-0.052888305,0.660338396,
Equal-weighted,"BABA,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,SEDG",1.046299168,-0.058003447,0.669563631,
Equal-weighted,"NVDA,TWTR,TSLA,ENPH,FSLR,SEDG",1.046260384,-0.054061468,0.665015249,
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.0462056,-0.061536075,0.688498253,
Equal-weighted,"BIDU,TWTR,TSLA,AMZN,ENPH,FB,SEDG",1.045750044,-0.055262811,0.626188265,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,ENPH,GOOG",1.045706929,-0.057977911,0.637168548,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,ENPH,FB,FSLR",1.045656475,-0.059574659,0.645122887,
Equal-weighted,"NFLX,BABA,TSLA,AAPL,ENPH,FB,GOOG,FSLR,SEDG",1.045339288,-0.049909139,0.690581044,
Equal-weighted,"TWTR,TSLA,AAPL,AMZN,ENPH,FSLR,SEDG",1.045334646,-0.056013766,0.649632148,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AMZN,ENPH,GOOG,SEDG",1.044840617,-0.045041873,0.639251338,
Equal-weighted,"NFLX,BIDU,TSLA,ENPH,FB,FSLR,SEDG",1.044790163,-0.047168503,0.647205677,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB,FSLR",1.044730737,-0.061902698,0.629739786,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AAPL,ENPH,FB,GOOG,SEDG",1.04465731,-0.058886896,0.667411195,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AMZN,ENPH,FSLR",1.044610991,-0.05962326,0.654380634,
Equal-weighted,"NFLX,NVDA,TSLA,AAPL,AMZN,ENPH,SEDG",1.044584298,-0.037426106,0.663555311,
Equal-weighted,"NVDA,BABA,TSLA,AAPL,AMZN,ENPH,FB,SEDG",1.044452883,-0.041528985,0.70069888,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,ENPH,FB,SEDG",1.044108185,-0.056146259,0.624035829,
Equal-weighted,"BABA,BIDU,TSLA,AMZN,ENPH,FSLR,SEDG",1.043744679,-0.047155069,0.656463425,
Equal-weighted,"NFLX,TWTR,TSLA,AAPL,ENPH,FSLR,SEDG",1.043692787,-0.056897214,0.647479713,
Equal-weighted,"BABA,TWTR,TSLA,AAPL,ENPH,FB,FSLR,SEDG",1.043561372,-0.061000092,0.684623282,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AMZN,ENPH,SEDG",1.043062701,-0.056132826,0.633293576,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,ENPH,FSLR",1.042969132,-0.060656994,0.652228199,
Equal-weighted,"TWTR,TSLA,AMZN,ENPH,FB,GOOG,FSLR,SEDG",1.042845109,-0.059265968,0.654833453,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,AAPL,ENPH,FB,SEDG",1.042811025,-0.042412433,0.698546444,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,ENPH,FSLR,SEDG",1.04210282,-0.048038517,0.654310989,
Equal-weighted,"NFLX,NVDA,TSLA,AMZN,ENPH,FB,GOOG,SEDG",1.042094762,-0.040678308,0.668756615,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FSLR",1.042043394,-0.062985032,0.636845098,
Equal-weighted,"NVDA,BIDU,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR",1.041570316,-0.047469765,0.64035982,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,ENPH,SEDG",1.041420842,-0.057016274,0.63114114,
Equal-weighted,"NFLX,TWTR,TSLA,ENPH,FB,GOOG,FSLR,SEDG",1.041203251,-0.060149416,0.652681017,
Equal-weighted,"NVDA,TSLA,AMZN,ENPH,FB,FSLR,SEDG",1.040998824,-0.042791505,0.685968702,
Equal-weighted,"NVDA,BIDU,TSLA,ENPH,GOOG,SEDG",1.040947764,-0.037920476,0.634655863,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG",1.040888338,-0.05255937,0.617189972,
Equal-weighted,"NVDA,TWTR,TSLA,AMZN,ENPH,FB,SEDG",1.040316846,-0.051769262,0.662798853,
Equal-weighted,"BABA,TWTR,TSLA,AMZN,ENPH,GOOG,FSLR,SEDG",1.040157766,-0.060135983,0.661938764,
Equal-weighted,"BIDU,TSLA,AAPL,AMZN,ENPH,GOOG,SEDG",1.040022026,-0.039872774,0.619272762,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AAPL,ENPH,GOOG,FSLR",1.039928457,-0.048503499,0.638207384,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.039797042,-0.052515613,0.675350953,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AMZN,ENPH,FB,GOOG,FSLR",1.039553858,-0.065980029,0.642046402,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,AMZN,ENPH,GOOG,SEDG",1.039407419,-0.041548323,0.675861927,
Equal-weighted,"NFLX,NVDA,TSLA,ENPH,FB,FSLR,SEDG",1.039356966,-0.043674953,0.683816266,
Equal-weighted,"NFLX,NVDA,TWTR,TSLA,AAPL,AMZN,ENPH,FB,FSLR",1.039297539,-0.057234739,0.666350375,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,ENPH,GOOG",1.039246479,-0.053593104,0.615037536,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,ENPH,FB,GOOG",1.039115064,-0.057605219,0.652181105,
Equal-weighted,"NFLX,NVDA,TWTR,TSLA,ENPH,FB,SEDG",1.038674988,-0.05265271,0.660646418,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,ENPH,GOOG,FSLR,SEDG",1.038515908,-0.061019431,0.659786328,
Equal-weighted,"NFLX,TSLA,AAPL,AMZN,ENPH,FB,FSLR,SEDG",1.038431227,-0.045627251,0.668433165,
Equal-weighted,"NFLX,BIDU,TSLA,AAPL,ENPH,GOOG,SEDG",1.038380167,-0.040756222,0.617120326,
Equal-weighted,"NVDA,BABA,TSLA,AMZN,ENPH,FSLR,SEDG",1.038311481,-0.04366152,0.693074013,
Equal-weighted,"BABA,BIDU,TSLA,AAPL,ENPH,FB,GOOG,SEDG",1.038248752,-0.044859101,0.654263895,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,AAPL,ENPH,FSLR",1.038150541,-0.055238453,0.632249622,
Equal-weighted,"NFLX,TWTR,TSLA,AAPL,AMZN,ENPH,FB,SEDG",1.037749249,-0.054605008,0.645263317,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AMZN,ENPH,FB,FSLR",1.037707573,-0.053632817,0.673181651,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,AMZN,ENPH,SEDG",1.037629503,-0.052639277,0.669904165,
Equal-weighted,"BIDU,TSLA,AAPL,ENPH,FSLR,SEDG",1.037284229,-0.042869419,0.634332413,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,ENPH,FB",1.037025595,-0.058722423,0.650011803,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,ENPH,FSLR,SEDG",1.036669623,-0.044544968,0.690921577,
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,ENPH,FSLR",1.036610196,-0.058317073,0.673455686,
Equal-weighted,"BIDU,TWTR,TSLA,AAPL,ENPH,SEDG",1.036602251,-0.051847176,0.611162564,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AMZN,ENPH,FB,SEDG",1.036159282,-0.045746311,0.652094593,
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,ENPH,SEDG",1.035987644,-0.053522725,0.667751729,
Equal-weighted,"NFLX,BABA,TSLA,AAPL,AMZN,ENPH,FSLR,SEDG",1.035743884,-0.046497266,0.675538477,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,ENPH,FB,GOOG,FSLR",1.035661005,-0.05823345,0.637450927,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AAPL,AMZN,ENPH,SEDG",1.035061906,-0.055475023,0.652368628,
Equal-weighted,"BIDU,TSLA,ENPH,FB,GOOG,FSLR,SEDG",1.034794693,-0.046121621,0.639533717,
Equal-weighted,"BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR",1.034735267,-0.060561489,0.622067826,
Equal-weighted,"NVDA,TSLA,AAPL,AMZN,ENPH,GOOG,SEDG",1.034588828,-0.036379225,0.655883351,
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AMZN,ENPH,FB,GOOG,FSLR",1.03412066,-0.06131207,0.678656991,
Equal-weighted,"BIDU,TWTR,TSLA,ENPH,FB,GOOG,SEDG",1.034112715,-0.055099378,0.616363869,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,GOOG",1.033984919,-0.046568928,0.635990988,
Equal-weighted,"TWTR,TSLA,AAPL,ENPH,GOOG,FSLR,SEDG",1.033697317,-0.055850332,0.639807752,
Equal-weighted,"NFLX,BABA,TSLA,AMZN,ENPH,FB,GOOG,FSLR,SEDG",1.033254348,-0.049749468,0.680739781,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.033093408,-0.061595223,0.61991539,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,ENPH,GOOG,FSLR",1.032973662,-0.059315785,0.644556238,
Equal-weighted,"NFLX,NVDA,TSLA,AAPL,ENPH,GOOG,SEDG",1.032946969,-0.037262673,0.653730915,
Equal-weighted,"NVDA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,FSLR",1.032888982,-0.048214277,0.653203075,
Equal-weighted,"NVDA,BABA,TSLA,AAPL,ENPH,FB,GOOG,SEDG",1.032815554,-0.041365551,0.690874484,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AMZN,ENPH,FB,GOOG,SEDG",1.03257237,-0.058727225,0.657569933,
Equal-weighted,"NVDA,BIDU,TSLA,ENPH,FB,SEDG",1.03226643,-0.038624915,0.647499118,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB",1.032207003,-0.053303882,0.630033227,
Equal-weighted,"BABA,BIDU,TSLA,ENPH,GOOG,FSLR,SEDG",1.03210735,-0.046991636,0.646639028,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR",1.032047924,-0.061643823,0.629173137,
Equal-weighted,"NVDA,TSLA,AAPL,ENPH,FSLR,SEDG",1.031851032,-0.03937587,0.670943001,
Equal-weighted,"NFLX,TWTR,TSLA,AMZN,ENPH,FSLR,SEDG",1.031607847,-0.056737543,0.63763845,
Equal-weighted,"BABA,TWTR,TSLA,AMZN,ENPH,FB,FSLR,SEDG",1.031476432,-0.060840421,0.674782019,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,ENPH,GOOG,SEDG",1.031425372,-0.055969393,0.62346918,
Equal-weighted,"BIDU,TSLA,AAPL,AMZN,ENPH,FB,SEDG",1.031340691,-0.040577213,0.632116017,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,GOOG",1.031297576,-0.047651263,0.6430963,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AAPL,ENPH,FB,FSLR",1.031247123,-0.049248011,0.651050639,
Equal-weighted,"NVDA,TWTR,TSLA,AAPL,ENPH,SEDG",1.031169053,-0.048353626,0.647773153,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,AMZN,ENPH,FB,SEDG",1.030726085,-0.042252762,0.688705182,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,ENPH,FB",1.030565145,-0.054337616,0.627880791,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,ENPH,GOOG,FSLR",1.030406065,-0.062677557,0.627020701,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FSLR",1.030201639,-0.049296611,0.660308386,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,ENPH,FB,FSLR,SEDG",1.029834573,-0.061723869,0.672629583,
Equal-weighted,"NFLX,BIDU,TSLA,AAPL,ENPH,FB,SEDG",1.029698833,-0.041460661,0.629963581,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,ENPH,SEDG",1.029579087,-0.03949493,0.654604429,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH",1.02951966,-0.054386217,0.637138538,
Equal-weighted,"NVDA,TSLA,ENPH,FB,GOOG,FSLR,SEDG",1.029361495,-0.042628072,0.676144305,
Equal-weighted,"NVDA,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR",1.029302069,-0.055893529,0.658678414,
Equal-weighted,"NVDA,TWTR,TSLA,ENPH,FB,GOOG,SEDG",1.028679517,-0.051605828,0.652974457,
Equal-weighted,"BABA,BIDU,TSLA,AAPL,AMZN,ENPH,SEDG",1.028653348,-0.041447228,0.639221328,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,ENPH,FSLR",1.02855978,-0.050330345,0.65815595,
Equal-weighted,"TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG",1.028435757,-0.044580369,0.660761205,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG",1.028178747,-0.076804785,0.610602153,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,ENPH",1.027877802,-0.055419951,0.634986102,
Equal-weighted,"NFLX,NVDA,BIDU,TSLA,AMZN,ENPH,GOOG,FSLR",1.027843517,-0.048279494,0.628366121,
Equal-weighted,"TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG,SEDG",1.027753779,-0.053558126,0.637591356,
Equal-weighted,"NVDA,BABA,BIDU,TSLA,AMZN,ENPH,FB,GOOG,FSLR",1.027712102,-0.052291608,0.665509691,
Equal-weighted,"NFLX,NVDA,TWTR,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.02766021,-0.056927263,0.656525978,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AMZN,ENPH,GOOG",1.027161539,-0.053369099,0.605196273,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AMZN,ENPH,FB,GOOG",1.027030124,-0.057381214,0.642339842,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AAPL,ENPH,SEDG",1.02701149,-0.042330676,0.637068892,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,SEDG",1.026933561,-0.073038375,0.643603872,
Equal-weighted,"NFLX,TSLA,AAPL,ENPH,FB,GOOG,FSLR,SEDG",1.026793898,-0.045463817,0.658608769,
Equal-weighted,"NVDA,BABA,TSLA,ENPH,GOOG,FSLR,SEDG",1.026674152,-0.043498086,0.683249617,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR",1.026614726,-0.056975864,0.665783726,
Equal-weighted,"NFLX,BIDU,TSLA,AMZN,ENPH,GOOG,SEDG",1.026295227,-0.040596552,0.607279063,
Equal-weighted,"BABA,BIDU,TSLA,AMZN,ENPH,FB,GOOG,SEDG",1.026163812,-0.04469943,0.644422633,
Equal-weighted,"NFLX,TWTR,TSLA,AAPL,ENPH,FB,GOOG,SEDG",1.02611192,-0.054441574,0.63543892,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,ENPH,FB,GOOG,FSLR",1.026070244,-0.053325342,0.663357255,
Equal-weighted,"NVDA,BIDU,TWTR,TSLA,AMZN,ENPH,FSLR",1.026065601,-0.055014448,0.62240836,
Equal-weighted,"NVDA,BABA,TWTR,TSLA,ENPH,GOOG,SEDG",1.025992174,-0.052475843,0.660079769,
Equal-weighted,"NVDA,TSLA,AAPL,AMZN,ENPH,FB,SEDG",1.025907494,-0.037083664,0.668726605,
Equal-weighted,"BABA,TSLA,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG",1.025748414,-0.045450384,0.667866516,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,ENPH,FB,GOOG",1.025388265,-0.058414948,0.640187406,
Equal-weighted,"BIDU,TSLA,AMZN,ENPH,FSLR,SEDG",1.025199289,-0.042709748,0.62449115,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FB,GOOG,FSLR",1.025144505,-0.055653381,0.647974154,
Equal-weighted,"BABA,TWTR,TSLA,AAPL,AMZN,ENPH,GOOG,SEDG",1.025066436,-0.054428141,0.644696668,
Equal-weighted,"TWTR,TSLA,AAPL,ENPH,FB,FSLR,SEDG",1.025015982,-0.056554771,0.652651007,
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,ENPH,GOOG,FSLR",1.024972867,-0.058009598,0.66363129,
Equal-weighted,"NFLX,BABA,BIDU,TSLA,ENPH,FB,GOOG,SEDG",1.024521953,-0.045582878,0.642270197,
Equal-weighted,"BIDU,TWTR,TSLA,AMZN,ENPH,SEDG",1.024517311,-0.051687505,0.601321302,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB,GOOG",1.024462527,-0.060742987,0.624804306,
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,ENPH,FSLR",1.024423743,-0.056048182,0.620255924,
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,ENPH,FB,FSLR",1.024292328,-0.060060297,0.657399493,
Equal-weighted,"NFLX,NVDA,TSLA,AAPL,ENPH,FB,SEDG",1.024265635,-0.037967112,0.666574169,
Equal-weighted,"NFLX,BABA,TSLA,AAPL,ENPH,GOOG,FSLR,SEDG",1.024106555,-0.046333832,0.66571408,
Equal-weighted,"NFLX,BIDU,TSLA,ENPH,FSLR,SEDG",1.023557431,-0.043593196,0.622338714,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FSLR",1.023498004,-0.058376221,0.604872823,
Equal-weighted,"BABA,BIDU,TSLA,ENPH,FB,FSLR,SEDG",1.023426016,-0.047696075,0.659482283,
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AAPL,ENPH,GOOG,SEDG",1.023424577,-0.055311589,0.642544232,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AAPL,AMZN,ENPH,FB,FSLR",1.023366589,-0.062388335,0.642016392,
Equal-weighted,"NVDA,BABA,TSLA,AAPL,AMZN,ENPH,SEDG",1.023220151,-0.037953678,0.675831917,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,ENPH,SEDG",1.022875453,-0.052570953,0.599168866,
Equal-weighted,"BABA,BIDU,TWTR,TSLA,ENPH,FB,SEDG",1.022744038,-0.056673831,0.636312435,
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,ENPH,FB",1.022616242,-0.048395775,0.655939555,
Equal-weighted,"BABA,TWTR,TSLA,AAPL,ENPH,FSLR,SEDG",1.022328639,-0.057424786,0.659756319,
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,ENPH,FB,FSLR",1.02172473,-0.063422069,0.639863956,
Equal-weighted,"TWTR,TSLA,AMZN,ENPH,GOOG,FSLR,SEDG",1.021612377,-0.055690661,0.629966489,
Equal-weighted,"NFLX,NVDA,BABA,TSLA,AAPL,ENPH,SEDG",1.021578292,-0.038837127,0.673679481,
Equal-weighted,"NVDA,BIDU,TSLA,AAPL,ENPH,FB,GOOG,FSLR",1.021251652,-0.047906801,0.643378679,
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AMZN,ENPH,FB,GOOG,FSLR",1.021008468,-0.061371218,0.610074127,
Equal-weighted,"NFLX,NVDA,TSLA,AMZN,ENPH,GOOG,SEDG",1.02086203,-0.037103002,0.643889652,
