,Ticker,one_year,avg_drawdown,yearly_vol,Ticker total
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.519427416,-0.045560517,0.344993652,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.526682507,-0.04577573,0.34499564,21
Equal-weighted,"NFLX,NVDA,BIDU,AAPL,AMZN,ENPH,FB,GOOG,SEDG,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.547171865,-0.040174654,0.344999078,21
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.551556386,-0.047473963,0.345002631,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.51263521,-0.041242983,0.345002688,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.554581864,-0.047994266,0.345003282,22
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,CRM,ADBE,DIS",0.531171606,-0.046585588,0.345003942,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.479100542,-0.042876967,0.345010605,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS",0.555358351,-0.047993844,0.345014652,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.507472825,-0.045406127,0.345015323,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,JNJ,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.550586939,-0.048040163,0.345021365,22
Equal-weighted,"NVDA,BABA,BIDU,TWTR,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.542498153,-0.04536407,0.345025561,21
Equal-weighted,"BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.53306727,-0.044811966,0.345028438,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,BRK-B,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.549483844,-0.048599129,0.345030305,22
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,BRK-B,JNJ,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.562039219,-0.048848019,0.345032116,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS",0.551363426,-0.048039742,0.345032735,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.510037057,-0.044943812,0.345038777,21
Equal-weighted,"BABA,BIDU,TWTR,AAPL,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.534910936,-0.046642044,0.345045768,21
Equal-weighted,"NFLX,BABA,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.517664449,-0.045791315,0.3450467,21
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,VZ,CRM,ADBE,DIS,CMCSA",0.525513662,-0.046894277,0.345052265,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,HD,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.53235561,-0.046568478,0.345063579,21
Equal-weighted,"NFLX,NVDA,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.537041689,-0.042726597,0.345066971,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,AAPL,AMZN,ENPH,FB,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,CRM,ADBE,DIS,CMCSA",0.50078685,-0.039531058,0.345071605,21
Equal-weighted,"NFLX,BABA,BIDU,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,CRM,ADBE,DIS,CMCSA",0.555467555,-0.043138833,0.345073202,21
Equal-weighted,"NFLX,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.514909566,-0.044455754,0.345083254,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.530229375,-0.045409552,0.345090653,21
Equal-weighted,"NFLX,BABA,BIDU,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,JNJ,JPM,V,HD,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.55147263,-0.043184731,0.345091285,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.492727767,-0.044333219,0.345092365,22
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,ADBE,DIS,CMCSA",0.495489194,-0.043147411,0.345094433,21
Equal-weighted,"BABA,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.517601646,-0.046031451,0.345099356,22
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.559584139,-0.047292443,0.345104864,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,FB,GOOG,FSLR,BRK-B,JNJ,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.506555655,-0.04100316,0.345108622,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.491494269,-0.043193308,0.345112515,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.555618219,-0.048214328,0.345120542,21
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.555589214,-0.047338341,0.345122947,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.564703753,-0.047623258,0.345123135,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JPM,V,MA,VZ,CRM,ADBE,DIS,CMCSA",0.489788483,-0.045100524,0.345123428,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,V,HD,MA,VZ,CRM,DIS,CMCSA",0.535031445,-0.047377369,0.345124915,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,DIS,CMCSA",0.53783288,-0.043656257,0.345130917,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,CMCSA",0.494654717,-0.0401818,0.345136846,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,AMZN,ENPH,FB,GOOG,SEDG,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.529626392,-0.040806713,0.345140531,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.57499546,-0.045149611,0.345140813,21
Equal-weighted,"NFLX,NVDA,TWTR,AMZN,ENPH,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.53890592,-0.044604457,0.345143174,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,FB,GOOG,FSLR,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.509034962,-0.046568131,0.345147415,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,DIS,CMCSA",0.531020566,-0.046339212,0.345154599,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS",0.521908984,-0.045155903,0.345156003,21
Equal-weighted,"NFLX,BABA,BIDU,TSLA,AAPL,AMZN,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,CRM,ADBE,DIS,CMCSA",0.490812022,-0.039608552,0.345156283,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.496425479,-0.043555102,0.345176516,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.520601181,-0.044933803,0.34517946,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS",0.557591573,-0.047915434,0.345190591,21
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.521089854,-0.045960075,0.345193309,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,VZ,CRM,ADBE,DIS,CMCSA",0.507968189,-0.047519952,0.345193718,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.556244302,-0.048393824,0.345202939,22
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.519496216,-0.043358656,0.345208425,21
Equal-weighted,"NFLX,BIDU,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.559165088,-0.047848151,0.345215554,21
Equal-weighted,"NFLX,BABA,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.524424906,-0.045586009,0.345219334,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,JNJ,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.552249377,-0.048439721,0.345221021,22
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,DIS,CMCSA",0.533453632,-0.045632967,0.345222347,21
Equal-weighted,"NFLX,BABA,TWTR,TSLA,AMZN,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.497364093,-0.045087813,0.345224708,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.563701657,-0.049247577,0.345231772,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.512683902,-0.046041611,0.345232107,21
Equal-weighted,"NFLX,BABA,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.520429982,-0.045631907,0.345237416,21
Equal-weighted,"NFLX,NVDA,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.543802147,-0.042521292,0.345239605,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,V,HD,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.550694725,-0.045393489,0.345244445,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.53437925,-0.045978116,0.345250357,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,CRM,ADBE,CMCSA",0.474216166,-0.044576271,0.345251987,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,ADBE,DIS,CMCSA",0.52639336,-0.050465909,0.345254301,22
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.559253129,-0.047676349,0.345257348,21
Equal-weighted,"NFLX,NVDA,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.539807222,-0.042567189,0.345257688,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.534228406,-0.046390055,0.34526122,22
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,ADBE,DIS,CMCSA",0.536989833,-0.045204247,0.345263287,21
Equal-weighted,"BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.559102285,-0.048088287,0.345268211,22
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AAPL,AMZN,ENPH,GOOG,SEDG,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.529077703,-0.043252509,0.345277549,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,DIS,CMCSA",0.559956279,-0.048777811,0.3452795,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.532994908,-0.045250145,0.34528137,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AMZN,ENPH,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.557449987,-0.04578167,0.345282267,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,ADBE,DIS",0.534857471,-0.045786583,0.345288343,21
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,ADBE,DIS",0.559731349,-0.047484815,0.345295334,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,MA,CRM,ADBE,DIS,CMCSA",0.496548941,-0.044836389,0.345296062,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,FB,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS",0.504363511,-0.045787962,0.345297457,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,DIS,CMCSA",0.57933352,-0.045713093,0.345299772,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,GOOG,FSLR,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.522265389,-0.045935465,0.345301231,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AAPL,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.520793153,-0.042872554,0.345302281,21
Equal-weighted,"BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,ADBE,DIS,CMCSA",0.547139268,-0.047633697,0.345308222,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,FB,GOOG,FSLR,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.508218093,-0.041402718,0.345308279,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,JNJ,JPM,V,MA,VZ,CRM,ADBE,DIS,CMCSA",0.492554016,-0.044758191,0.345314144,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.503055708,-0.045565862,0.345320914,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,HD,MA,VZ,CRM,DIS,CMCSA",0.536693883,-0.047660541,0.345324571,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.514818702,-0.045144253,0.345326471,22
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.537926119,-0.045611938,0.34534537,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,GOOG,FSLR,SEDG,MSFT,BRK-B,JPM,V,HD,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.572113575,-0.04847883,0.345347894,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.503185937,-0.043349797,0.34534915,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TSLA,AAPL,AMZN,FB,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.504472714,-0.040932951,0.345356007,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.541619615,-0.04848021,0.345357008,21
Equal-weighted,"NFLX,NVDA,TWTR,AAPL,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,CRM,ADBE,DIS,CMCSA",0.503308834,-0.04673261,0.345364817,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,JNJ,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.499191012,-0.043395695,0.345367232,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE",0.53407296,-0.04696153,0.345368608,22
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.506248872,-0.045396461,0.345372647,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,TSLA,AAPL,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.498087917,-0.043954661,0.345376172,21
Equal-weighted,"NFLX,NVDA,BIDU,TWTR,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.560996855,-0.045415492,0.34537728,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.526256674,-0.043153351,0.345381059,21
Equal-weighted,"NVDA,BABA,BIDU,TWTR,TSLA,AAPL,AMZN,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.508589299,-0.045086561,0.345387669,21
Equal-weighted,"NFLX,BIDU,TWTR,AAPL,AMZN,ENPH,FB,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,CRM,ADBE,DIS,CMCSA",0.565925546,-0.047642845,0.345388189,21
Equal-weighted,"NFLX,BABA,BIDU,TWTR,AAPL,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,HD,MA,PYPL,VZ,CRM,ADBE,DIS",0.559254011,-0.048314993,0.345390248,21
Equal-weighted,"NFLX,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.538864732,-0.047144649,0.345393563,21
Equal-weighted,"NFLX,NVDA,BABA,TWTR,AMZN,ENPH,FB,GOOG,SEDG,MSFT,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.522261749,-0.043199248,0.345399141,21
Equal-weighted,"NFLX,BABA,BIDU,AAPL,AMZN,ENPH,FB,GOOG,FSLR,SEDG,MSFT,BRK-B,JNJ,JPM,V,MA,PYPL,VZ,CRM,ADBE,CMCSA",0.53448043,-0.042297632,0.345400542,21
Equal-weighted,"NVDA,BABA,BIDU,TWTR,AAPL,AMZN,ENPH,FB,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,VZ,ADBE,DIS,CMCSA",0.520131494,-0.046194115,0.345401021,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,ADBE,DIS,CMCSA",0.516682933,-0.047022114,0.345402674,22
Equal-weighted,"NFLX,NVDA,BABA,BIDU,AAPL,AMZN,ENPH,GOOG,SEDG,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,VZ,CRM,DIS,CMCSA",0.544631879,-0.040557342,0.34540379,21
Equal-weighted,"NFLX,NVDA,BABA,BIDU,TWTR,TSLA,AMZN,FB,GOOG,FSLR,MSFT,BRK-B,JNJ,JPM,V,HD,MA,PYPL,ADBE,DIS,CMCSA",0.51944436,-0.045836306,0.345404741,21
